,gt,lt,td
12240,2020-06-24 17:37:02,卫星定位,13314
12241,2020-06-24 17:37:12,卫星定位,13314
12242,2020-06-24 17:37:22,卫星定位,13314
12243,2020-06-24 17:37:32,卫星定位,13314
12244,2020-06-24 17:37:42,卫星定位,13314
12245,2020-06-24 17:37:52,卫星定位,13314
12246,2020-06-24 17:38:02,卫星定位,13314
12247,2020-06-24 17:38:12,卫星定位,13314
12248,2020-06-24 17:38:22,卫星定位,13314
12249,2020-06-24 17:38:32,卫星定位,13314
12250,2020-06-24 17:38:42,卫星定位,13314
12251,2020-06-24 17:38:52,卫星定位,13314
12252,2020-06-24 17:39:02,卫星定位,13315
12253,2020-06-24 17:39:12,卫星定位,13315
12254,2020-06-24 17:39:22,卫星定位,13315
12255,2020-06-24 17:39:32,卫星定位,13315
12256,2020-06-24 17:39:52,卫星定位,13315
12257,2020-06-24 17:40:02,卫星定位,13315
12258,2020-06-24 17:40:12,卫星定位,13315
12259,2020-06-24 17:40:22,卫星定位,13315
12260,2020-06-24 17:40:32,卫星定位,13315
12261,2020-06-24 17:40:42,卫星定位,13315
12262,2020-06-24 17:40:52,卫星定位,13315
12263,2020-06-24 17:41:02,卫星定位,13315
12264,2020-06-24 17:41:12,卫星定位,13315
12265,2020-06-24 17:41:22,卫星定位,13315
12266,2020-06-24 17:41:32,卫星定位,13315
12267,2020-06-24 17:41:42,卫星定位,13316
12268,2020-06-24 17:42:02,卫星定位,13316
12269,2020-06-24 17:42:12,卫星定位,13316
12270,2020-06-24 17:42:22,卫星定位,13316
12271,2020-06-24 17:42:32,卫星定位,13316
12272,2020-06-24 17:42:42,卫星定位,13316
12273,2020-06-24 17:43:33,卫星定位,13316
12274,2020-06-24 17:44:03,卫星定位,13316
12275,2020-06-24 17:44:13,卫星定位,13316
12276,2020-06-24 17:44:23,卫星定位,13316
12277,2020-06-24 17:44:33,卫星定位,13316
12278,2020-06-24 17:44:43,卫星定位,13316
12279,2020-06-24 17:44:53,卫星定位,13317
12280,2020-06-24 17:45:03,卫星定位,13317
12281,2020-06-24 17:45:13,卫星定位,13317
12282,2020-06-24 17:45:23,卫星定位,13317
12283,2020-06-24 17:45:33,卫星定位,13317
12284,2020-06-24 17:45:53,卫星定位,13317
12285,2020-06-24 17:46:03,卫星定位,13317
12286,2020-06-24 17:46:13,卫星定位,13317
12287,2020-06-24 17:46:23,卫星定位,13317
12288,2020-06-24 17:46:33,卫星定位,13317
12289,2020-06-24 17:46:43,卫星定位,13317
12290,2020-06-24 17:46:53,卫星定位,13317
12291,2020-06-24 17:47:03,卫星定位,13317
12292,2020-06-24 17:47:13,卫星定位,13317
12293,2020-06-24 17:47:23,卫星定位,13317
12294,2020-06-24 17:47:33,卫星定位,13317
12295,2020-06-24 17:47:43,卫星定位,13317
12296,2020-06-24 17:47:53,卫星定位,13317
12297,2020-06-24 17:48:03,卫星定位,13317
12298,2020-06-24 17:48:13,卫星定位,13317
12299,2020-06-24 17:48:23,卫星定位,13317
12300,2020-06-24 17:48:33,卫星定位,13317
12301,2020-06-24 17:48:43,卫星定位,13317
12302,2020-06-24 17:48:53,卫星定位,13317
12303,2020-06-24 17:49:03,卫星定位,13317
12304,2020-06-24 17:49:13,卫星定位,13317
12305,2020-06-24 17:49:23,卫星定位,13317
12306,2020-06-24 17:49:33,卫星定位,13317
12307,2020-06-24 17:49:43,卫星定位,13317
12308,2020-06-24 17:49:53,卫星定位,13317
12309,2020-06-24 17:50:03,卫星定位,13318
12310,2020-06-24 17:50:13,卫星定位,13318
12311,2020-06-24 17:50:23,卫星定位,13318
12312,2020-06-24 17:50:33,卫星定位,13318
12313,2020-06-24 17:50:43,卫星定位,13318
12314,2020-06-24 17:50:53,卫星定位,13318
12315,2020-06-24 17:51:03,卫星定位,13318
12316,2020-06-24 17:51:13,卫星定位,13318
12317,2020-06-24 17:51:23,卫星定位,13318
12318,2020-06-24 17:51:35,卫星定位,13318
12319,2020-06-24 17:51:45,卫星定位,13318
12320,2020-06-24 17:51:55,卫星定位,13318
12321,2020-06-24 17:52:05,卫星定位,13318
12322,2020-06-24 17:52:15,卫星定位,13318
12323,2020-06-24 17:52:25,卫星定位,13318
12324,2020-06-24 17:52:35,卫星定位,13318
12325,2020-06-24 17:52:45,卫星定位,13318
12326,2020-06-24 17:52:55,卫星定位,13318
12327,2020-06-24 17:53:05,卫星定位,13319
12328,2020-06-24 17:54:05,卫星定位,13319
12329,2020-06-24 17:54:15,卫星定位,13319
12330,2020-06-24 17:54:25,卫星定位,13319
12331,2020-06-24 17:54:35,卫星定位,13319
12332,2020-06-24 17:54:45,卫星定位,13319
12333,2020-06-24 17:54:55,卫星定位,13319
12334,2020-06-24 17:55:05,卫星定位,13319
12335,2020-06-24 17:55:15,卫星定位,13319
12336,2020-06-24 17:55:25,卫星定位,13319
12337,2020-06-24 17:55:35,卫星定位,13319
12338,2020-06-24 17:55:45,卫星定位,13319
12339,2020-06-24 17:55:55,卫星定位,13319
12340,2020-06-24 17:56:05,卫星定位,13319
12341,2020-06-24 17:56:15,卫星定位,13320
12342,2020-06-24 17:56:25,卫星定位,13320
12343,2020-06-24 17:56:35,卫星定位,13320
12344,2020-06-24 17:56:45,卫星定位,13320
12345,2020-06-24 17:56:55,卫星定位,13320
12346,2020-06-24 17:57:05,卫星定位,13320
12347,2020-06-24 17:57:15,卫星定位,13320
12348,2020-06-24 17:57:25,卫星定位,13320
12349,2020-06-24 17:57:35,卫星定位,13320
12350,2020-06-24 17:57:45,卫星定位,13320
12351,2020-06-24 17:57:55,卫星定位,13320
12352,2020-06-24 17:58:05,卫星定位,13320
12353,2020-06-24 17:58:15,卫星定位,13320
12354,2020-06-24 17:58:25,卫星定位,13320
12355,2020-06-24 17:58:35,卫星定位,13320
12356,2020-06-24 17:58:45,卫星定位,13320
12357,2020-06-24 17:58:55,卫星定位,13320
12358,2020-06-24 17:59:05,卫星定位,13320
12359,2020-06-24 17:59:15,卫星定位,13320
12360,2020-06-24 17:59:25,卫星定位,13320
12361,2020-06-24 17:59:45,卫星定位,13320
12362,2020-06-24 17:59:55,卫星定位,13320
12363,2020-06-24 18:00:05,卫星定位,13320
12364,2020-06-24 18:00:15,卫星定位,13320
12365,2020-06-24 18:00:25,卫星定位,13320
12366,2020-06-24 18:00:35,卫星定位,13320
12367,2020-06-24 18:00:45,卫星定位,13320
12368,2020-06-24 18:00:55,卫星定位,13320
12369,2020-06-24 18:01:05,卫星定位,13321
12370,2020-06-24 18:01:15,卫星定位,13321
12371,2020-06-24 18:01:25,卫星定位,13321
12372,2020-06-24 18:01:45,卫星定位,13321
12373,2020-06-24 18:01:55,卫星定位,13321
12374,2020-06-24 18:02:05,卫星定位,13321
12375,2020-06-24 18:02:15,卫星定位,13321
12376,2020-06-24 18:02:35,卫星定位,13321
12377,2020-06-24 18:02:45,卫星定位,13321
12378,2020-06-24 18:02:55,卫星定位,13321
12379,2020-06-24 18:03:05,卫星定位,13322
12380,2020-06-24 18:03:15,卫星定位,13322
12381,2020-06-24 18:03:25,卫星定位,13322
12382,2020-06-24 18:03:35,卫星定位,13322
12383,2020-06-24 18:03:45,卫星定位,13322
12384,2020-06-24 18:03:55,卫星定位,13322
12385,2020-06-24 18:04:05,卫星定位,13322
12386,2020-06-24 18:04:15,卫星定位,13322
12387,2020-06-24 18:04:25,卫星定位,13322
12388,2020-06-24 18:04:35,卫星定位,13322
12389,2020-06-24 18:04:55,卫星定位,13323
12390,2020-06-24 18:05:05,卫星定位,13323
12391,2020-06-24 18:05:15,卫星定位,13323
12392,2020-06-24 18:05:25,卫星定位,13323
12393,2020-06-24 18:05:35,卫星定位,13323
12394,2020-06-24 18:05:45,卫星定位,13323
12395,2020-06-24 18:05:55,卫星定位,13323
12396,2020-06-24 18:06:05,卫星定位,13323
12397,2020-06-24 18:06:15,卫星定位,13323
12398,2020-06-24 18:06:25,卫星定位,13323
12399,2020-06-24 18:06:35,卫星定位,13323
12400,2020-06-24 18:06:45,卫星定位,13323
12401,2020-06-24 18:06:55,卫星定位,13323
12402,2020-06-24 18:07:05,卫星定位,13323
12403,2020-06-24 18:07:15,卫星定位,13323
12404,2020-06-24 18:07:25,卫星定位,13323
12405,2020-06-24 18:07:35,卫星定位,13323
12406,2020-06-24 18:07:45,卫星定位,13323
12407,2020-06-24 18:08:05,卫星定位,13323
12408,2020-06-24 18:08:15,卫星定位,13324
12409,2020-06-24 18:08:25,卫星定位,13324
12410,2020-06-24 18:08:35,卫星定位,13324
12411,2020-06-24 18:08:45,卫星定位,13324
12412,2020-06-24 18:08:55,卫星定位,13324
12413,2020-06-24 18:09:05,卫星定位,13324
12414,2020-06-24 18:09:15,卫星定位,13324
12415,2020-06-24 18:09:35,卫星定位,13324
12416,2020-06-24 18:09:45,卫星定位,13324
12417,2020-06-24 18:09:55,卫星定位,13324
12418,2020-06-24 18:10:05,卫星定位,13324
12419,2020-06-24 18:10:15,卫星定位,13324
12420,2020-06-24 18:10:25,卫星定位,13324
12421,2020-06-24 18:10:35,卫星定位,13324
12422,2020-06-24 18:10:45,卫星定位,13324
12423,2020-06-24 18:10:55,卫星定位,13324
12424,2020-06-24 18:11:05,卫星定位,13324
12425,2020-06-24 18:11:15,卫星定位,13324
12426,2020-06-24 18:11:25,卫星定位,13324
12427,2020-06-24 18:11:35,卫星定位,13324
12428,2020-06-24 18:11:45,卫星定位,13324
12429,2020-06-24 18:11:55,卫星定位,13324
12430,2020-06-24 18:12:05,卫星定位,13324
12431,2020-06-24 18:12:15,卫星定位,13324
12432,2020-06-24 18:12:25,卫星定位,13324
12433,2020-06-24 18:12:35,卫星定位,13324
12434,2020-06-24 18:12:45,卫星定位,13324
12435,2020-06-24 18:12:55,卫星定位,13324
12436,2020-06-24 18:13:05,卫星定位,13324
12437,2020-06-24 18:13:15,卫星定位,13324
12438,2020-06-24 18:13:25,卫星定位,13324
12439,2020-06-24 18:13:35,卫星定位,13324
12440,2020-06-24 18:13:45,卫星定位,13324
12441,2020-06-24 18:13:55,卫星定位,13324
12442,2020-06-24 18:14:05,卫星定位,13324
12443,2020-06-24 18:14:15,卫星定位,13324
12444,2020-06-24 18:14:25,卫星定位,13324
12445,2020-06-24 18:14:35,卫星定位,13324
12446,2020-06-24 18:14:45,卫星定位,13324
12447,2020-06-24 18:14:55,卫星定位,13325
12448,2020-06-24 18:15:05,卫星定位,13325
12449,2020-06-24 18:15:15,卫星定位,13325
12450,2020-06-24 18:15:25,卫星定位,13325
12451,2020-06-24 18:15:35,卫星定位,13325
12452,2020-06-24 18:15:45,卫星定位,13325
12453,2020-06-24 18:15:55,卫星定位,13325
12454,2020-06-24 18:16:05,卫星定位,13325
12455,2020-06-24 18:16:15,卫星定位,13325
12456,2020-06-24 18:16:25,卫星定位,13325
12457,2020-06-24 18:16:35,卫星定位,13325
12458,2020-06-24 18:16:45,卫星定位,13325
12459,2020-06-24 18:16:55,卫星定位,13325
12460,2020-06-24 18:17:05,卫星定位,13325
12461,2020-06-24 18:17:15,卫星定位,13325
12462,2020-06-24 18:17:25,卫星定位,13325
12463,2020-06-24 18:17:35,卫星定位,13325
12464,2020-06-24 18:17:45,卫星定位,13325
12465,2020-06-24 18:17:55,卫星定位,13325
12466,2020-06-24 18:18:05,卫星定位,13325
12467,2020-06-24 18:18:15,卫星定位,13325
12468,2020-06-24 18:18:25,卫星定位,13326
12469,2020-06-24 18:18:35,卫星定位,13326
12470,2020-06-24 18:18:55,卫星定位,13326
12471,2020-06-24 18:19:05,卫星定位,13326
12472,2020-06-24 18:19:15,卫星定位,13326
12473,2020-06-24 18:19:25,卫星定位,13326
12474,2020-06-24 18:19:35,卫星定位,13326
12475,2020-06-24 18:19:45,卫星定位,13326
12476,2020-06-24 18:19:55,卫星定位,13326
12477,2020-06-24 18:20:05,卫星定位,13326
12478,2020-06-24 18:20:15,卫星定位,13326
12479,2020-06-24 18:20:25,卫星定位,13326
12480,2020-06-24 18:20:35,卫星定位,13326
12481,2020-06-24 18:20:45,卫星定位,13326
12482,2020-06-24 18:20:55,卫星定位,13326
12483,2020-06-24 18:21:05,卫星定位,13326
12484,2020-06-24 18:21:15,卫星定位,13326
12485,2020-06-24 18:21:25,卫星定位,13326
12486,2020-06-24 18:21:35,卫星定位,13326
12487,2020-06-24 18:21:45,卫星定位,13326
12488,2020-06-24 18:21:55,卫星定位,13326
12489,2020-06-24 18:22:01,卫星定位,13326
12490,2020-06-24 18:22:11,卫星定位,13327
12491,2020-06-24 18:22:21,卫星定位,13327
12492,2020-06-24 18:22:31,卫星定位,13327
12493,2020-06-24 18:22:41,卫星定位,13327
12494,2020-06-24 18:22:51,卫星定位,13327
12495,2020-06-24 18:23:01,卫星定位,13327
12496,2020-06-24 18:23:11,卫星定位,13327
12497,2020-06-24 18:23:21,卫星定位,13327
12498,2020-06-24 18:23:31,卫星定位,13327
12499,2020-06-24 18:23:41,卫星定位,13327
12500,2020-06-24 18:23:51,卫星定位,13327
12501,2020-06-24 18:24:01,卫星定位,13327
12502,2020-06-24 18:24:11,卫星定位,13327
12503,2020-06-24 18:24:21,卫星定位,13327
12504,2020-06-24 18:24:31,卫星定位,13327
12505,2020-06-24 18:24:41,卫星定位,13327
12506,2020-06-24 18:24:51,卫星定位,13327
12507,2020-06-24 18:25:01,卫星定位,13327
12508,2020-06-24 18:25:11,卫星定位,13327
12509,2020-06-24 18:25:21,卫星定位,13327
12510,2020-06-24 18:25:31,卫星定位,13327
12511,2020-06-24 18:25:41,卫星定位,13327
12512,2020-06-24 18:25:51,卫星定位,13327
12513,2020-06-24 18:26:01,卫星定位,13327
12514,2020-06-24 18:26:11,卫星定位,13327
12515,2020-06-24 18:26:21,卫星定位,13327
12516,2020-06-24 18:26:31,卫星定位,13327
12517,2020-06-24 18:26:41,卫星定位,13327
12518,2020-06-24 18:26:51,卫星定位,13327
12519,2020-06-24 18:27:01,卫星定位,13328
12520,2020-06-24 18:27:11,卫星定位,13328
12521,2020-06-24 18:28:01,卫星定位,13328
12522,2020-06-24 18:28:21,卫星定位,13328
12523,2020-06-24 18:28:31,卫星定位,13328
12524,2020-06-24 18:28:41,卫星定位,13328
12525,2020-06-24 18:28:51,卫星定位,13328
12526,2020-06-24 18:29:01,卫星定位,13328
12527,2020-06-24 18:29:11,卫星定位,13328
12528,2020-06-24 18:29:31,卫星定位,13329
12529,2020-06-24 18:29:41,卫星定位,13329
12530,2020-06-24 18:29:51,卫星定位,13329
12531,2020-06-24 18:30:01,卫星定位,13329
12532,2020-06-24 18:30:11,卫星定位,13329
12533,2020-06-24 18:30:21,卫星定位,13329
12534,2020-06-24 18:30:31,卫星定位,13329
12535,2020-06-24 18:30:41,卫星定位,13329
12536,2020-06-24 18:30:51,卫星定位,13329
12537,2020-06-24 18:31:05,卫星定位,13329
12538,2020-06-24 18:31:15,卫星定位,13329
12539,2020-06-24 18:31:25,卫星定位,13329
12540,2020-06-24 18:31:35,卫星定位,13329
12541,2020-06-24 18:31:45,卫星定位,13329
12542,2020-06-24 18:31:55,卫星定位,13329
12543,2020-06-24 18:32:05,卫星定位,13329
12544,2020-06-24 18:32:15,卫星定位,13329
12545,2020-06-24 18:32:25,卫星定位,13329
12546,2020-06-24 18:32:35,卫星定位,13330
12547,2020-06-24 18:32:45,卫星定位,13330
12548,2020-06-24 18:32:55,卫星定位,13330
12549,2020-06-24 18:33:05,卫星定位,13330
12550,2020-06-24 18:33:15,卫星定位,13330
12551,2020-06-24 18:33:25,卫星定位,13330
12552,2020-06-24 18:33:31,卫星定位,13330
12553,2020-06-24 18:33:44,卫星定位,13330
12554,2020-06-24 18:33:54,卫星定位,13330
12555,2020-06-24 18:34:04,卫星定位,13330
12556,2020-06-24 18:34:14,卫星定位,13330
12557,2020-06-24 18:34:27,卫星定位,13330
12558,2020-06-24 18:35:14,卫星定位,13330
12559,2020-06-28 06:42:12,卫星定位,13330
12560,2020-06-28 06:42:33,卫星定位,13330
12561,2020-06-28 06:42:43,卫星定位,13330
12562,2020-06-28 06:42:53,卫星定位,13330
12563,2020-06-28 06:43:03,卫星定位,13330
12564,2020-06-28 06:43:13,卫星定位,13330
12565,2020-06-28 06:43:23,卫星定位,13330
12566,2020-06-28 06:43:33,卫星定位,13330
12567,2020-06-28 06:43:43,卫星定位,13330
12568,2020-06-28 06:43:53,卫星定位,13330
12569,2020-06-28 06:44:03,卫星定位,13330
12570,2020-06-28 06:44:13,卫星定位,13330
12571,2020-06-28 06:44:23,卫星定位,13330
12572,2020-06-28 06:44:33,卫星定位,13330
12573,2020-06-28 06:44:43,卫星定位,13330
12574,2020-06-28 06:44:53,卫星定位,13330
12575,2020-06-28 06:45:03,卫星定位,13330
12576,2020-06-28 06:45:13,卫星定位,13330
12577,2020-06-28 06:45:23,卫星定位,13330
12578,2020-06-28 06:45:33,卫星定位,13330
12579,2020-06-28 06:45:43,卫星定位,13330
12580,2020-06-28 06:45:53,卫星定位,13330
12581,2020-06-28 06:46:03,卫星定位,13330
12582,2020-06-28 06:46:13,卫星定位,13330
12583,2020-06-28 06:46:23,卫星定位,13330
12584,2020-06-28 06:46:33,卫星定位,13330
12585,2020-06-28 06:46:43,卫星定位,13330
12586,2020-06-28 06:46:53,卫星定位,13330
12587,2020-06-28 06:47:03,卫星定位,13330
12588,2020-06-28 06:47:13,卫星定位,13330
12589,2020-06-28 06:47:23,卫星定位,13330
12590,2020-06-28 06:47:33,卫星定位,13330
12591,2020-06-28 06:47:43,卫星定位,13330
12592,2020-06-28 06:47:53,卫星定位,13330
12593,2020-06-28 06:48:03,卫星定位,13330
12594,2020-06-28 06:48:13,卫星定位,13330
12595,2020-06-28 06:48:23,卫星定位,13330
12596,2020-06-28 06:48:33,卫星定位,13330
12597,2020-06-28 06:48:43,卫星定位,13330
12598,2020-06-28 06:48:53,卫星定位,13330
12599,2020-06-28 06:49:03,卫星定位,13330
12600,2020-06-28 06:49:13,卫星定位,13330
12601,2020-06-28 06:49:23,卫星定位,13330
12602,2020-06-28 06:49:33,卫星定位,13330
12603,2020-06-28 06:49:43,卫星定位,13330
12604,2020-06-28 06:49:53,卫星定位,13330
12605,2020-06-28 06:50:03,卫星定位,13330
12606,2020-06-28 06:50:13,卫星定位,13330
12607,2020-06-28 06:50:23,卫星定位,13330
12608,2020-06-28 06:50:33,卫星定位,13330
12609,2020-06-28 06:50:43,卫星定位,13330
12610,2020-06-28 06:50:53,卫星定位,13330
12611,2020-06-28 06:51:03,卫星定位,13330
12612,2020-06-28 06:51:13,卫星定位,13330
12613,2020-06-28 06:51:23,卫星定位,13330
12614,2020-06-28 06:51:33,卫星定位,13330
12615,2020-06-28 06:51:43,卫星定位,13330
12616,2020-06-28 06:51:53,卫星定位,13330
12617,2020-06-28 06:52:03,卫星定位,13330
12618,2020-06-28 06:52:13,卫星定位,13330
12619,2020-06-28 06:52:23,卫星定位,13331
12620,2020-06-28 06:52:33,卫星定位,13331
12621,2020-06-28 06:52:43,卫星定位,13331
12622,2020-06-28 06:52:53,卫星定位,13331
12623,2020-06-28 06:53:03,卫星定位,13331
12624,2020-06-28 06:53:13,卫星定位,13331
12625,2020-06-28 06:53:23,卫星定位,13331
12626,2020-06-28 06:53:33,卫星定位,13331
12627,2020-06-28 06:53:43,卫星定位,13331
12628,2020-06-28 06:53:53,卫星定位,13331
12629,2020-06-28 06:54:03,卫星定位,13332
12630,2020-06-28 06:54:13,卫星定位,13332
12631,2020-06-28 06:54:23,卫星定位,13332
12632,2020-06-28 06:54:33,卫星定位,13332
12633,2020-06-28 06:54:43,卫星定位,13332
12634,2020-06-28 06:54:53,卫星定位,13332
12635,2020-06-28 06:55:03,卫星定位,13333
12636,2020-06-28 06:55:13,卫星定位,13333
12637,2020-06-28 06:55:23,卫星定位,13333
12638,2020-06-28 06:55:33,卫星定位,13333
12639,2020-06-28 06:55:53,卫星定位,13333
12640,2020-06-28 06:56:03,卫星定位,13334
12641,2020-06-28 06:56:13,卫星定位,13334
12642,2020-06-28 06:56:23,卫星定位,13334
12643,2020-06-28 06:56:33,卫星定位,13334
12644,2020-06-28 06:56:43,卫星定位,13334
12645,2020-06-28 06:56:53,卫星定位,13334
12646,2020-06-28 06:57:03,卫星定位,13334
12647,2020-06-28 06:57:13,卫星定位,13335
12648,2020-06-28 06:57:23,卫星定位,13335
12649,2020-06-28 06:57:33,卫星定位,13335
12650,2020-06-28 06:57:43,卫星定位,13335
12651,2020-06-28 06:57:53,卫星定位,13335
12652,2020-06-28 06:58:03,卫星定位,13335
12653,2020-06-28 06:58:13,卫星定位,13335
12654,2020-06-28 06:58:23,卫星定位,13336
12655,2020-06-28 06:58:33,卫星定位,13336
12656,2020-06-28 06:58:43,卫星定位,13336
12657,2020-06-28 06:58:53,卫星定位,13336
12658,2020-06-28 06:59:03,卫星定位,13336
12659,2020-06-28 06:59:13,卫星定位,13336
12660,2020-06-28 06:59:23,卫星定位,13336
12661,2020-06-28 06:59:33,卫星定位,13336
12662,2020-06-28 06:59:53,卫星定位,13337
12663,2020-06-28 07:00:03,卫星定位,13337
12664,2020-06-28 07:00:13,卫星定位,13337
12665,2020-06-28 07:00:23,卫星定位,13337
12666,2020-06-28 07:00:33,卫星定位,13337
12667,2020-06-28 07:00:43,卫星定位,13337
12668,2020-06-28 07:00:53,卫星定位,13338
12669,2020-06-28 07:01:03,卫星定位,13338
12670,2020-06-28 07:01:13,卫星定位,13338
12671,2020-06-28 07:01:23,卫星定位,13338
12672,2020-06-28 07:01:33,卫星定位,13338
12673,2020-06-28 07:01:43,卫星定位,13339
12674,2020-06-28 07:01:53,卫星定位,13339
12675,2020-06-28 07:02:03,卫星定位,13339
12676,2020-06-28 07:02:13,卫星定位,13339
12677,2020-06-28 07:02:23,卫星定位,13339
12678,2020-06-28 07:02:33,卫星定位,13339
12679,2020-06-28 07:02:43,卫星定位,13339
12680,2020-06-28 07:02:53,卫星定位,13339
12681,2020-06-28 07:03:03,卫星定位,13339
12682,2020-06-28 07:03:13,卫星定位,13339
12683,2020-06-28 07:03:23,卫星定位,13339
12684,2020-06-28 07:03:33,卫星定位,13339
12685,2020-06-28 07:03:43,卫星定位,13339
12686,2020-06-28 07:03:53,卫星定位,13339
12687,2020-06-28 07:04:03,卫星定位,13339
12688,2020-06-28 07:04:13,卫星定位,13339
12689,2020-06-28 07:04:23,卫星定位,13339
12690,2020-06-28 07:04:33,卫星定位,13340
12691,2020-06-28 07:04:43,卫星定位,13340
12692,2020-06-28 07:04:53,卫星定位,13340
12693,2020-06-28 07:05:03,卫星定位,13340
12694,2020-06-28 07:05:13,卫星定位,13340
12695,2020-06-28 07:12:53,卫星定位,13341
12696,2020-06-28 07:13:03,卫星定位,13341
12697,2020-06-28 07:13:13,卫星定位,13341
12698,2020-06-28 07:13:23,卫星定位,13341
12699,2020-06-28 07:13:33,卫星定位,13341
12700,2020-06-28 07:13:43,卫星定位,13341
12701,2020-06-28 07:13:53,卫星定位,13341
12702,2020-06-28 07:14:03,卫星定位,13341
12703,2020-06-28 07:14:13,卫星定位,13341
12704,2020-06-28 07:14:23,卫星定位,13341
12705,2020-06-28 07:15:23,卫星定位,13341
12706,2020-06-28 07:15:53,卫星定位,13341
12707,2020-06-28 07:16:53,卫星定位,13341
12708,2020-06-28 07:17:53,卫星定位,13341
12709,2020-06-28 07:18:03,卫星定位,13341
12710,2020-06-28 07:18:13,卫星定位,13341
12711,2020-06-28 07:18:23,卫星定位,13341
12712,2020-06-28 07:18:33,卫星定位,13341
12713,2020-06-28 07:18:43,卫星定位,13341
12714,2020-06-28 07:18:53,卫星定位,13341
12715,2020-06-28 07:19:03,卫星定位,13341
12716,2020-06-28 07:19:23,卫星定位,13341
12717,2020-06-28 07:19:33,卫星定位,13341
12718,2020-06-28 07:19:43,卫星定位,13341
12719,2020-06-28 07:19:53,卫星定位,13341
12720,2020-06-28 07:20:03,卫星定位,13341
12721,2020-06-28 07:20:13,卫星定位,13341
12722,2020-06-28 07:20:23,卫星定位,13341
12723,2020-06-28 07:22:13,卫星定位,13341
12724,2020-06-28 07:22:23,卫星定位,13341
12725,2020-06-28 07:22:33,卫星定位,13341
12726,2020-06-28 07:22:43,卫星定位,13341
12727,2020-06-28 07:29:43,卫星定位,13341
12728,2020-06-28 07:29:53,卫星定位,13341
12729,2020-06-28 07:30:03,卫星定位,13341
12730,2020-06-28 07:30:23,卫星定位,13341
12731,2020-06-28 07:30:33,卫星定位,13341
12732,2020-06-28 07:30:43,卫星定位,13341
12733,2020-06-28 07:30:53,卫星定位,13341
12734,2020-06-28 07:31:03,卫星定位,13341
12735,2020-06-28 07:31:13,卫星定位,13341
12736,2020-06-28 07:31:23,卫星定位,13341
12737,2020-06-28 07:31:43,卫星定位,13341
12738,2020-06-28 07:31:53,卫星定位,13341
12739,2020-06-28 07:32:03,卫星定位,13341
12740,2020-06-28 07:32:13,卫星定位,13341
12741,2020-06-28 07:32:23,卫星定位,13341
12742,2020-06-28 07:32:33,卫星定位,13341
12743,2020-06-28 07:32:43,卫星定位,13341
12744,2020-06-28 07:32:53,卫星定位,13341
12745,2020-06-28 07:33:03,卫星定位,13341
12746,2020-06-28 07:33:13,卫星定位,13341
12747,2020-06-28 07:33:23,卫星定位,13341
12748,2020-06-28 07:33:33,卫星定位,13341
12749,2020-06-28 07:33:43,卫星定位,13341
12750,2020-06-28 07:33:53,卫星定位,13341
12751,2020-06-28 07:34:03,卫星定位,13341
12752,2020-06-28 07:34:13,卫星定位,13341
12753,2020-06-28 07:34:23,卫星定位,13341
12754,2020-06-28 07:34:33,卫星定位,13341
12755,2020-06-28 07:34:43,卫星定位,13341
12756,2020-06-28 07:34:53,卫星定位,13341
12757,2020-06-28 07:35:03,卫星定位,13341
12758,2020-06-28 07:35:13,卫星定位,13341
12759,2020-06-28 07:35:23,卫星定位,13341
12760,2020-06-28 07:35:33,卫星定位,13341
12761,2020-06-28 07:35:43,卫星定位,13341
12762,2020-06-28 07:35:53,卫星定位,13341
12763,2020-06-28 07:36:03,卫星定位,13341
12764,2020-06-28 07:36:13,卫星定位,13341
12765,2020-06-28 07:36:23,卫星定位,13341
12766,2020-06-28 07:36:33,卫星定位,13342
12767,2020-06-28 07:36:43,卫星定位,13342
12768,2020-06-28 07:36:53,卫星定位,13342
12769,2020-06-28 07:37:03,卫星定位,13342
12770,2020-06-28 07:37:13,卫星定位,13342
12771,2020-06-28 07:37:23,卫星定位,13342
12772,2020-06-28 07:37:33,卫星定位,13342
12773,2020-06-28 07:37:43,卫星定位,13342
12774,2020-06-28 07:37:53,卫星定位,13342
12775,2020-06-28 07:38:03,卫星定位,13342
12776,2020-06-28 07:38:13,卫星定位,13342
12777,2020-06-28 07:38:23,卫星定位,13342
12778,2020-06-28 07:38:33,卫星定位,13342
12779,2020-06-28 07:38:43,卫星定位,13342
12780,2020-06-28 07:38:53,卫星定位,13342
12781,2020-06-28 07:39:03,卫星定位,13342
12782,2020-06-28 07:39:13,卫星定位,13342
12783,2020-06-28 07:39:23,卫星定位,13342
12784,2020-06-28 07:39:33,卫星定位,13342
12785,2020-06-28 07:39:43,卫星定位,13342
12786,2020-06-28 07:39:53,卫星定位,13342
12787,2020-06-28 07:40:03,卫星定位,13342
12788,2020-06-28 07:40:13,卫星定位,13342
12789,2020-06-28 07:40:23,卫星定位,13342
12790,2020-06-28 07:40:33,卫星定位,13342
12791,2020-06-28 07:40:43,卫星定位,13342
12792,2020-06-28 07:40:53,卫星定位,13342
12793,2020-06-28 07:41:03,卫星定位,13342
12794,2020-06-28 07:41:13,卫星定位,13342
12795,2020-06-28 07:41:23,卫星定位,13342
12796,2020-06-28 07:41:33,卫星定位,13342
12797,2020-06-28 07:41:43,卫星定位,13342
12798,2020-06-28 07:41:53,卫星定位,13342
